Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
44.0,1,1,15.0,2,0,3,4.0,1,4.0,1,6.0,0,3,1,1.0,2,23443.0,0
39.0,0,1,9.0,3,0,4,5.0,0,4.0,1,6.0,0,3,0,1.0,1,21146.0,0
45.10495786472766,0,2,31.73641110314493,2,0,3,4.0,0,4.894700925262077,1,4.210598149475845,0,1,0,2.9473504626310385,1,22969.05435558742,1
41.0,1,1,18.0,1,0,2,3.0,2,3.0,0,2.0,0,4,1,0.6253046602139478,4,34545.0,1
47.10160906694907,1,3,25.88503179289068,3,0,2,3.7834227259416147,0,3.7834227259416147,2,1.2165772740583853,1,4,0,1.0,1,17840.815504562757,1
39.51032187293042,0,2,15.0,2,0,2,4.224515971762316,1,3.775484028237684,1,2.550968056475368,0,2,0,1.0,2,20346.0,1
24.0,1,3,6.0,1,0,3,3.0,0,4.0,2,2.0,1,4,0,0.9687968951480812,1,18202.0,1
39.321640236598505,1,2,10.982460354897752,0,1,3,4.339179881700749,0,3.0,0,6.017539645102248,0,2,0,1.6608201182992506,1,20765.356719526804,1
30.893997094816083,0,2,21.93103921998288,2,0,3,3.106002905183917,3,3.4469985474080413,1,3.0,0,3,0,1.8939970948160831,3,26230.72928035025,1
24.9747586263193,0,2,13.76718621421509,1,0,2,4.40252413736807,0,5.0,1,3.3899034505277204,0,4,1,0.5974758626319301,1,17330.97475862632,1
53.864669786324555,1,1,16.29700467948683,2,0,3,4.783832553418862,0,4.0,1,3.567665106837724,0,1,1,1.0,1,23623.755683824784,1
38.80903831448985,0,2,10.557288505653045,2,0,2,4.03819233710203,0,3.9618076628979697,0,2.9236153257959394,0,4,1,1.0,1,17356.28994214594,1
34.0,0,1,13.0,2,1,3,5.0,1,3.0,2,2.0,1,5,1,0.040754106092472764,2,21074.0,1
55.392011418231064,1,1,26.720010380210056,2,0,3,4.163999480989498,3,3.0,1,3.0,0,2,1,1.0,3,28992.131993252864,1
27.315821649468614,1,2,27.877214432979077,2,0,3,4.0,1,4.4386072164895385,0,2.0,0,3,0,1.1227855670209232,1,22342.175320618615,1
33.34895935924435,0,2,8.275173440125942,2,0,3,5.449653119748117,0,3.0,3,4.375867200629708,0,3,0,2.0,1,23104.93924671219,1
35.66049216520839,1,1,21.645408911134112,2,0,2,3.8134427033796428,0,3.0,1,3.2201640550694637,1,4,0,0.40672135168982126,1,17788.085737021273,1
34.0,1,1,17.0,3,1,3,6.0,0,3.0,1,2.0,0,5,0,1.0,1,22086.0,1
45.29009499993198,0,2,15.396394642881436,3,0,3,4.437836785728862,0,3.4792789285762873,1,4.917115714305149,0,4,1,1.5207210714237127,1,23450.313510357188,1
30.847226065826728,0,1,25.625034592440556,2,1,4,4.615742021942243,0,3.6157420219422427,3,2.7685159561155146,0,3,0,2.6157420219422427,1,22159.305547868345,1
27.0,1,1,24.645087189073312,3,1,3,4.0,0,3.670982562185338,1,3.670982562185338,0,2,1,1.6709825621853378,1,21052.316069751258,1
28.17890444382001,0,1,9.11926962921334,1,1,3,4.0,0,3.0,1,12.477078516853359,1,3,0,2.470182592696665,1,20966.761460741574,1
35.25572093440505,1,1,13.511441868810088,1,0,2,3.0,0,3.744279065594956,1,2.0,0,2,1,0.7442790655949556,1,20375.018883917037,1
32.615498336919366,0,1,14.435177199510697,2,0,3,2.3845016630806364,0,3.0,2,4.743665557946242,1,1,0,2.128167221026879,1,21110.89717054719,1
26.566344666043612,0,1,21.495169990654166,2,0,2,4.0,1,4.433655333956389,1,1.5663446660436111,0,2,1,0.4336553339563889,1,17868.203864007475,1
34.0,0,1,36.0,3,0,3,5.0,1,3.0,3,3.0,0,5,1,1.0,2,23186.0,1
50.86829219097238,0,1,13.70661964682558,2,1,3,5.8383274558531975,3,3.323345088293605,1,3.676654911706395,0,2,0,1.8383274558531975,3,29300.839012583336,1
43.31291708937307,0,1,8.4380839251223,2,0,3,3.0,0,3.0,0,6.895694303542309,0,3,0,0.0,1,25232.689752282615,1
31.61305207694932,1,1,14.628213576778737,2,0,3,4.65326301923733,1,3.69347396152534,1,2.0,0,4,0,0.6532630192373301,1,22383.034937385088,1
41.65240475497153,0,2,16.003056123934673,2,1,2,5.0,3,4.335370749289782,1,2.332314625355109,0,3,0,0.6676853746448911,3,25731.457615706677,1
48.0,1,1,6.0,2,1,3,4.0,3,3.0,2,1.0,1,5,0,0.915042728561265,3,20381.0,1
32.9731073871352,0,1,21.560508378945805,2,1,3,3.4932768467837993,2,3.986553693567599,1,3.5067231532162007,0,3,0,0.49327684678379957,2,24813.64118621754,1
38.73373840597184,0,1,16.918473510447573,3,1,3,4.0,3,3.0,1,7.836947020895146,0,3,0,2.918473510447573,3,28729.913271498517,1
49.14455686089486,1,2,15.160863666514018,2,0,3,2.403261361123832,2,3.8065227222476636,1,5.580431833257009,1,2,1,1.1934772777523364,0,32272.18465971904,1
26.190661373524144,0,2,8.543927874456262,1,0,4,4.779438875077677,0,4.220561124922323,2,3.4411222498446463,1,4,0,2.779438875077677,1,20850.23551100062,1
18.581600211332347,0,3,20.050404015314598,3,0,2,3.0,0,3.0,2,2.0,1,2,0,0.4183997886676527,1,16630.64962240123,1
26.5749520376043,1,1,12.592843439315514,1,1,3,3.2035782803422426,0,5.0,3,3.7964217196577574,0,3,0,1.7964217196577574,1,21669.317699552128,1
37.510047061907464,0,2,12.159547593723067,2,0,2,4.680904812553867,0,3.0,1,1.0,0,4,0,1.1595475937230666,1,17349.08542887532,1
45.825806663421744,1,1,26.432259970795716,3,1,2,2.651613326843493,1,3.0,1,2.870966682891268,1,4,1,1.6516133268434927,1,33795.09676678024,1
29.921561102973953,0,1,31.960780551486977,1,0,4,5.0,0,3.9607805514869767,0,6.843122205947908,0,3,0,2.9607805514869767,1,21223.529366617844,1
32.0795368307347,1,1,22.486332590644935,2,1,3,4.752277901559178,0,4.168185267706118,1,2.584092633853059,1,3,0,1.1681852677061184,1,20803.65451785835,1
33.769962336152396,0,2,15.767584743657112,2,0,3,6.0,0,3.0,1,2.1537547079809505,0,3,1,2.1537547079809505,1,21027.30869821221,1
31.772588909235672,0,1,17.083586999734603,2,0,3,4.628764818205945,0,3.0,2,2.371235181794055,1,5,1,0.3712351817940549,1,21073.257529636412,1
32.882802389326024,0,2,17.763694624016452,2,0,3,6.0,0,3.0,1,2.2646497013342475,0,3,1,2.2646497013342475,1,21026.088853285324,1
45.21268665680137,0,2,8.0,3,1,2,4.0,0,4.0,2,1.4645522238664395,1,1,1,0.23227611193321973,1,22904.736007246065,1
44.06782834650225,0,3,10.54360393703716,1,1,2,4.0,1,3.0,0,5.495155118106982,0,3,1,1.0,2,25540.845940944444,1
50.56699476636712,1,1,18.77940942053919,3,0,3,3.456699476636712,1,3.543300523363288,1,5.456699476636712,0,2,1,1.5433005233632884,2,23885.81044605597,1
25.374037189721477,1,2,8.02799173561745,2,0,3,4.513995867808725,0,3.0,2,2.513995867808725,0,2,0,1.5139958678087249,1,20728.804057850677,1
34.82388324381984,1,1,20.176116756180157,3,1,3,4.0,0,3.8238832438198416,0,6.588058378090079,1,1,0,1.1761167561801584,1,21122.238832438197,1
34.02939444575651,0,1,35.412111084869856,3,0,3,4.970605554243493,1,3.0,2,3.088183337269522,0,4,1,1.0293944457565072,2,23185.470899976382,1
29.044848301509848,1,1,13.62690898090591,2,0,3,4.0,0,4.208969660301969,2,2.0,0,4,1,2.0,1,22866.53006007438,1
49.72573543726594,1,2,10.36286771863297,1,1,3,5.212377427122343,0,3.6061887135611714,1,5.6371322813670295,0,3,0,2.3938112864388286,1,21030.942340411908,1
30.218211477953083,0,2,15.402276434744136,1,1,3,4.597723565255865,1,5.0,2,7.195447130511729,0,3,0,2.0,2,24012.04552869488,1
45.066165797507,0,2,31.207043905394368,1,0,4,5.792956094605632,0,3.2070439053943685,1,3.828175621577474,0,1,0,3.0,1,21234.308429229874,1
34.0,1,3,12.0,3,0,3,4.0,0,3.0,3,3.0,1,1,0,1.6550093388321085,1,21529.0,1
27.055066785615296,1,3,15.062933469274622,1,0,3,4.992133316340673,1,5.0,3,7.992133316340673,0,3,0,1.0,2,24003.98426663268,1
42.45832754226168,1,3,13.445309242522194,2,1,4,5.0,2,3.5677090572172903,2,3.0,0,4,0,2.0,2,28323.96618021782,1
37.281697940667534,1,1,11.563395881335074,2,0,4,4.0,0,5.0,1,4.922546911001305,1,1,1,1.3591510296662315,1,20751.359151029665,1
37.676943037355926,1,3,27.858445570115258,3,0,3,4.0,3,3.0,0,3.0,0,3,0,1.3838471518677964,3,26322.75770727802,1
34.60256157893925,1,1,14.47862070171652,2,1,3,5.0,0,3.5341871929797515,1,2.5341871929797515,1,5,1,1.5341871929797515,1,22414.944433508736,1
34.0,1,1,7.328003872437581,2,0,3,4.0,0,3.328003872437581,2,2.8359980637812097,0,3,1,1.1640019362187906,1,21367.444040660594,1
21.3579209395921,1,2,23.934702778530273,2,1,2,4.23579209395921,0,4.23579209395921,1,2.0,1,2,0,1.0,1,17120.52841581208,1
34.119998964822855,1,1,16.22399979296457,3,0,3,4.0,0,5.0,3,2.2239997929645705,0,4,0,1.0,1,22880.91199730854,1
32.07965274628615,1,2,11.621240732342974,2,1,2,4.0,0,3.810620366171487,2,3.21593054925723,1,2,0,1.4053101830857435,1,20834.48496292937,1
30.21298768563406,1,1,14.96289232675983,2,0,4,4.601855383662008,0,3.3981446163379916,2,2.0,1,4,0,2.6018553836620084,1,22383.71317840338,1
35.180972797431345,0,1,14.530162132905225,2,0,3,3.3674594667736937,0,3.0,2,2.0,1,2,0,0.0,1,17932.325405332263,1
27.10133500907828,0,1,14.25430272562213,2,0,3,4.372848637188935,0,4.254302725622131,1,2.6271513628110656,1,3,0,1.6271513628110656,1,21075.25430272562,1
42.2270736937045,0,3,12.361232742736142,2,1,3,3.02523041041161,1,3.0,2,3.5378456156174156,0,1,1,1.512615205205805,2,23395.76491930932,1
20.65212469859079,1,2,21.39150120563685,2,1,2,2.173937650704606,0,3.826062349295394,1,2.0,1,1,0,0.0,1,16644.43569307607,1
29.0,1,1,9.0,3,1,3,6.0,0,3.0,0,7.0,1,3,1,1.9308672138133804,1,22142.0,1
32.56283461118317,0,2,16.868976998702877,2,1,3,4.562834611183174,1,3.5628346111831735,1,3.3114961664504796,0,1,1,1.0,2,28548.715272728205,1
30.928672681910925,1,1,23.63649250425027,1,1,3,2.1947867851071043,0,5.0,1,2.097393392553552,0,1,1,1.0,1,21635.65568767341,1
33.329708812875495,1,2,17.10041598160643,2,0,2,4.215062397240965,0,3.0,0,4.189958401839357,0,2,0,1.4050207990803214,1,20235.974896004598,1
42.0,1,3,7.0,2,0,4,4.0,1,3.0,3,2.0,1,2,0,1.8141632003364363,2,24671.0,1
30.991116912473487,1,1,12.102925503282496,2,0,3,4.0,0,3.8411702013129982,1,2.420585100656499,1,4,0,2.420585100656499,1,22820.400213155357,1
43.71116593090848,1,3,21.927183022149766,3,1,3,4.33737872099168,0,3.0,0,3.0,1,3,1,1.3373787209916796,1,21373.58980430116,1
31.381046031818506,0,3,12.000491667047152,3,0,3,4.095261507954627,0,3.095261507954626,3,2.904738492045374,1,5,1,1.9047384920453738,1,23302.33267777727,1
25.52123245530438,1,1,18.52239780810431,2,1,2,4.652123245530438,0,4.652123245530438,0,2.0,1,2,0,1.0,1,17119.69575350894,1
36.24859222678579,1,1,8.936444170089342,1,0,2,3.0,0,4.375703886607106,0,2.6242961133928944,0,1,0,1.0,1,17077.745776680356,1
27.60095405386289,0,1,32.394275676822666,1,1,3,4.798091892274222,2,5.0,3,2.0,0,1,1,1.399045946137111,2,23692.071554039718,1
46.284027492154586,0,3,17.69826117546859,2,0,2,2.857986253922706,2,3.0,1,5.1420137460772946,0,3,0,1.1420137460772941,2,25093.017711332377,1
24.99096959587045,1,1,28.855513533927194,2,1,3,5.9638783834817986,0,3.0180608082591007,0,3.0,0,1,0,2.0090304041295504,1,20233.41539858996,1
32.0,1,1,20.356665300152713,3,1,3,4.0,1,3.4115873666593943,1,2.176825266681211,1,3,1,0.5884126333406055,2,24877.57936833297,1
30.796141940300323,1,1,20.967849502502688,2,0,2,3.401286019899892,0,3.0,1,4.006430099499462,1,3,0,0.40128601989989243,1,17797.0064300995,1
30.810020670969315,0,1,25.290186038723824,2,1,4,4.6033402236564385,0,3.603340223656438,3,2.793319552687124,0,3,0,2.603340223656438,1,22159.37995865806,1
38.37027857108336,1,1,26.44458214337496,2,1,3,4.762972142891664,1,3.0,1,4.288916428674991,0,4,0,1.0,2,24599.92569642771,1
33.35728173216914,0,1,30.765325961738448,2,0,2,3.2346740382615513,0,3.7653259617384487,1,2.9386961530462044,1,2,0,0.0,1,17023.40804422957,1
59.0,1,1,30.0,3,0,4,4.0,3,3.0,0,3.0,0,3,1,1.0,3,28990.0,1
32.44202437378286,1,3,21.695707514605708,2,0,3,4.673926878651427,1,3.884048747565715,1,3.23190250486857,1,3,0,1.6739268786514274,2,23231.25368314082,1
33.0,1,1,6.0,2,1,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17686.0,1
27.65366727850579,1,2,28.102444852337193,2,0,2,4.0,1,4.5512224261685965,0,2.0,0,3,0,0.8975551476628061,2,22340.936553312145,1
32.0,0,1,22.0,3,1,4,4.0,0,3.0,0,3.0,0,4,1,1.6612191970812773,1,21288.0,1
43.708486863510494,0,2,7.0,2,0,2,4.416973727020993,1,4.0,2,6.271217158776242,0,3,0,0.8542434317552483,2,17363.45756568245,1
30.853963153503837,1,1,32.0,2,1,3,5.449433835213737,0,3.5505661647862623,2,4.6516984943587865,0,3,1,1.4494338352137377,1,20982.011323295726,1
36.054612453324644,1,1,7.175768742220773,2,0,2,4.587884371110387,0,3.0,1,5.824231257779227,1,2,0,1.0,1,17787.06654383557,1
31.485833548514336,0,1,21.742916774257168,2,0,3,4.051416645148566,0,3.0,0,3.0,0,4,1,2.8971667097028675,1,21288.77124967723,1
26.78791673113129,1,1,11.767694474527936,2,0,3,4.0,1,3.5050555641508385,1,2.2525277820754193,0,4,0,1.7474722179245807,2,22859.606166847167,1
42.71850149583249,0,1,7.0,2,0,2,2.4370029916649822,2,4.0,2,3.796253739581228,0,3,0,0.35925074791624556,2,17368.407492520837,1
43.550903971318796,1,2,7.861924230232729,2,1,2,3.6206414100775763,0,3.0,1,2.0,1,3,1,0.6206414100775762,1,17684.138075769766,1
30.844305261159064,0,3,20.66091973409371,2,1,2,2.1833855270653517,1,3.7889236847102343,2,3.366771054130703,0,1,0,0.0,2,20312.678160531814,1
25.789411522639984,0,2,17.573071787839993,2,0,2,3.6432679469599982,0,4.2865358939199965,1,3.929803840879995,1,4,1,0.6432679469599983,1,17330.71921536352,1
34.0,1,3,16.0,3,0,4,4.0,1,5.0,3,2.0,1,3,0,1.4664880747003044,2,26902.0,1
35.19938725659065,0,1,14.127161319380118,2,1,2,3.0,0,4.7817903298450295,2,3.563580659690059,0,1,1,0.7817903298450294,1,16987.450646178306,1
27.178457623551186,1,1,26.58922881177559,2,0,2,3.0,0,3.7053855941122036,0,2.1784576235511857,1,2,0,1.0,1,17143.286169505795,1
34.42905082789932,0,1,33.66089406046224,3,0,2,3.4463686465125853,1,5.0,1,3.2318432325629276,0,2,0,1.0,2,21683.26647886979,1
51.64216177674169,0,1,8.0,1,0,3,3.864216177674169,2,3.0,1,1.8147029339549867,0,4,0,1.7284323553483378,2,25177.4185969842,1
39.116280499187724,1,2,12.441859750406136,1,1,3,4.0,0,3.8837195008122745,1,5.441859750406137,0,1,0,1.0,1,20758.25582324472,1
26.47887007402655,0,1,11.859152555519913,2,0,3,5.460094160497787,0,5.0,2,2.0,0,3,0,2.0,1,21000.84037664199,1
20.78631861660064,1,3,28.521371276851784,3,0,2,4.0341877659391585,0,3.0,2,2.931624468121684,0,2,0,1.965812234060842,1,20352.760685638426,1
58.707245567857555,1,1,29.73385960714323,2,0,3,4.013307019642839,3,3.0,0,3.0,0,2,1,1.0,3,28990.172991255356,1
41.89326272323336,0,2,19.36891242558888,2,1,3,4.0,3,4.754058382940746,1,2.0,1,5,0,1.8770291914703732,0,32417.800320337614,1
27.617916386993528,1,1,31.0,2,1,2,4.768869087572353,0,3.2311309124276466,2,2.69339273728294,0,2,1,0.7688690875723534,1,17297.62261824855,1
34.4313347903432,0,3,20.741515813792365,3,1,2,4.948303162758473,0,3.103393674483054,1,6.793212651033892,0,1,1,1.0,1,20441.447511442762,1
33.15998219897852,0,2,13.599970331630864,2,0,3,4.359997033163086,0,3.719994066326173,2,4.079991099489259,1,5,1,2.0,1,23309.319964397957,1
22.2470117697268,0,3,10.2470117697268,2,0,2,4.0,0,3.44940235394536,1,2.0,0,4,0,0.77529882302732,1,17041.5282870533,1
21.0,1,2,19.08006262483634,2,0,2,1.360020874945447,0,3.8199895625272764,2,2.0,0,4,0,1.1800104374727236,1,17711.85975993813,1
32.671666236651376,0,3,24.202999741990826,3,1,3,2.1771111684464826,0,3.0,2,1.1771111684464828,0,2,0,2.0,1,20302.671666236653,1
56.0,1,3,9.0,3,1,3,4.0,1,3.0,3,6.0,0,1,0,1.8966910428759842,2,23838.0,1
26.491975797344466,0,1,7.661317198229645,2,1,2,3.0,0,3.0,0,2.1693414008851777,1,3,1,1.1693414008851775,1,17289.67736560354,1
45.38774158559872,0,3,10.42971347546745,2,1,3,3.6882078658665955,1,3.0,2,4.064623597599786,0,1,1,2.0,2,23399.4523651832,1
28.794757976928803,0,1,25.231452138427187,2,1,2,4.0,0,3.794757976928802,1,4.410484046142396,0,3,0,0.0,1,17029.98689494232,1
23.87938248955244,0,2,9.0,2,0,3,4.520102918407927,0,3.9597941631841467,1,5.399485407960366,0,4,1,1.0,1,20721.040205836816,1
21.42983867991492,0,3,13.743870943931936,3,1,2,3.0,0,4.6859677359829845,1,2.0,0,4,1,0.0,1,16817.6348392335,1
18.98262020981452,0,1,15.913101049072601,3,0,3,3.9826202098145203,0,4.0,2,2.0,1,4,1,0.9826202098145204,1,16859.330216013524,1
31.353738685859444,0,3,14.401397083827241,2,0,2,4.676869342929722,1,4.323130657070278,3,6.676869342929722,0,2,0,1.0,2,21722.39790437426,1
30.0,0,3,18.0,2,1,3,4.0,0,5.0,0,2.0,0,5,1,1.9461954961406929,1,17033.0,1
32.580112229695466,0,1,22.342581282995766,2,0,3,4.419887770304532,0,3.0,3,2.580112229695468,0,5,0,1.4198877703045318,1,21468.801122296954,1
25.033796639179947,1,3,14.52534747938496,2,1,2,3.2542245798974934,0,3.5084491597949867,1,3.016898319589973,1,1,1,0.0,1,17281.86406365723,1
38.78269953363787,1,1,13.913079813455148,2,1,2,3.0,0,4.043460093272426,2,2.521730046636213,0,3,0,0.0,1,17948.52152111927,1
35.65734651187908,1,1,23.146930237581692,1,1,2,4.314693023758169,1,3.6853069762418307,1,3.6293860475163386,1,4,1,1.0,2,24589.88815814255,1
33.8710200446948,0,3,23.257959910610392,2,0,3,5.064489977652598,1,3.0,1,5.0,1,3,0,2.064489977652598,2,23247.290610245822,1
29.377224535419945,0,1,12.395020818779518,3,1,3,5.874258488193351,0,3.1257415118066487,1,6.371292440966756,0,3,0,2.1257415118066487,1,22143.8861226771,1
26.265429307638556,0,1,12.592575845831329,2,0,2,4.0,0,3.0,1,2.5308586152771095,0,1,0,1.0,1,17366.13271465382,1
22.425830551842427,1,1,14.296677792630286,2,1,2,1.2870847240787857,0,4.7129152759212145,1,2.0,1,2,0,0.0,1,16611.622134790916,1
21.842522913024215,1,1,11.120360416146317,1,1,3,4.0,0,5.0,3,3.060180208073158,0,2,1,1.0601802080731582,1,21650.21765729505,1
36.260584856778785,1,1,16.472314061562557,2,0,3,3.0,0,4.732898918341342,1,3.1986967550240255,1,3,0,1.0,1,17161.192180530143,1
47.401889685402864,0,2,18.649527578649284,2,1,2,3.162381894662321,1,3.0,1,3.675236210675358,1,3,0,1.0,2,31946.251813022227,1
36.49320732987519,1,1,15.928160078578383,3,0,3,5.623301832468798,0,3.811650916234399,1,6.058254581171993,0,3,1,1.0,1,23456.883490837656,1
31.269170525129123,0,3,26.809077922030156,3,0,2,5.0,1,4.461658949741753,2,5.654147374354382,0,2,0,1.7308294748708763,2,25380.998433653356,1
27.90685308645478,1,1,15.687672310415651,2,0,3,3.843836155207826,0,5.0,1,6.21918077603913,1,4,0,1.0,1,17403.063016931246,1
28.469122586669656,1,1,24.234561293334828,2,0,3,4.234561293334829,0,3.0,2,3.0,1,4,0,1.2345612933348287,1,21070.827193533325,1
37.0,1,3,6.0,2,1,2,4.0,3,3.0,0,6.0,0,1,1,1.0,3,25609.0,1
38.468160851629406,1,2,23.149176030159794,2,0,3,4.0,0,3.5106130494568637,1,2.744693475271568,0,3,1,0.5106130494568637,1,21381.27653262364,1
30.0,1,1,17.0,2,0,4,5.0,0,5.0,2,8.0,1,5,1,1.3383676496288532,1,21082.0,1
23.0,1,1,10.0,2,0,3,4.0,1,3.0,0,2.0,1,5,1,2.0,2,22849.0,1
41.0,0,3,31.0,2,0,4,2.0,4,4.0,2,6.0,1,3,1,2.2514064657204145,0,31872.0,1
29.192675899482683,0,1,20.17515990862062,2,0,2,3.017515990862062,2,3.0350319817241243,3,1.0175159908620621,0,4,0,0.05254797258618671,2,22553.507963735,1
26.0,1,1,27.0,3,1,2,3.0,0,3.0,1,2.0,0,5,1,0.7558527095776257,1,17377.0,1
45.84561404329148,0,1,28.124912252808993,1,1,2,3.8308771913417052,0,3.0,1,4.830877191341705,1,5,0,1.661754382683411,1,21831.727719227692,1
38.10452370337052,1,1,14.760085132584523,2,0,3,3.0,0,4.864608835955036,1,3.59382650786511,1,3,0,1.0,1,17163.56295904719,1
40.76851936452379,0,2,25.907426019523406,2,0,3,2.462961270952418,4,3.768519364523791,1,5.074077458095164,0,3,1,1.0,0,31634.732348636884,1
39.54756072369371,0,3,27.850913437545113,1,0,3,1.3393294572297192,3,4.113109819076573,3,4.660670542770281,1,3,1,0.22621963815314605,0,28201.465248059052,1
25.0,1,3,11.0,3,1,2,4.0,1,3.0,2,2.0,1,3,0,0.7955103716964032,2,20744.0,1
43.43074457895453,1,2,6.0,2,1,2,4.0,3,4.8373555939870085,1,1.4066110150324782,0,3,1,0.08132220300649573,3,25492.327919781826,1
25.795733202176347,0,2,11.801828627638708,1,1,2,3.0,0,3.0,1,1.600609542546236,1,2,1,0.0,1,17278.993904574538,1
37.52700285070452,1,1,17.34962891971871,3,0,3,5.88175071267613,0,3.940875356338065,0,6.704376781690324,0,3,1,1.0,1,23455.59124643662,1
32.38528893030498,0,2,33.51948334886437,3,0,3,4.826838883711877,1,5.0,2,6.134194418559387,0,1,0,2.0,2,25370.017294325375,1
38.33668668689998,0,2,19.33028483009093,2,1,3,5.0009145509727215,3,3.0,0,2.6660569660181856,0,4,1,1.3339430339818146,0,24827.334857584956,1
39.77185236711748,0,3,9.114073816441259,2,0,2,5.0,0,3.577185236711748,1,4.463111420270489,0,3,0,1.0,1,17357.349037603828,1
53.77139499137044,0,1,22.679952987918618,2,0,4,4.0,1,3.0,1,4.7428683362098525,0,3,0,1.0,2,28961.7655329534,1
41.63714978097122,1,1,18.159287445242803,1,0,2,2.6814251095143895,2,3.0,0,2.796437226214026,0,3,1,0.0,3,34430.15375197994,1
45.0,1,3,14.65449314959595,3,0,2,2.5801843092378367,3,3.395046077309459,2,5.419815690762164,1,3,0,0.7900921546189184,1,33824.0,1
36.63622310723624,0,1,10.863003982563075,3,1,3,4.0,0,4.318111553618119,1,3.0,0,3,0,1.0,1,22915.547984069748,1
36.19863200516588,0,2,18.664386675276454,2,0,3,4.866438667527645,0,4.73287733505529,1,5.5993160025829365,1,5,1,2.0,1,23315.39726401033,1
40.93336937358629,0,1,8.0,2,0,2,4.993336937358628,0,3.0,1,4.973347749434514,0,3,0,1.0,1,17778.04664143849,1
28.951444747688548,0,2,11.941733697226258,1,0,2,3.0,0,3.7524277626155724,1,2.495144474768855,1,4,0,1.7524277626155724,1,18191.849538267237,1
44.90951830471295,1,3,18.638073218851797,2,1,2,1.2714450858611523,3,3.1809633905741013,1,6.728554914138848,0,2,1,0.1809633905741015,0,33857.11630047506,1
32.13394321340809,1,1,24.782860111734045,2,0,3,4.288685595530638,0,3.0,2,4.44342797765319,1,4,0,1.2886855955306382,1,21474.443427977654,1
31.7817807364685,0,3,8.836850425909493,2,0,2,4.89089036823425,1,4.10910963176575,3,6.89089036823425,0,2,0,1.0,2,21730.744724361135,1
21.795906817666275,1,3,9.951534943375147,2,1,2,3.0,1,4.349488352208284,1,1.0,0,4,0,0.3494883522082842,2,18010.42595255379,1
47.28732789621901,0,2,7.234809135444215,2,1,2,4.765190864555785,0,3.7651908645557848,1,5.591145187334708,0,2,0,0.7651908645557847,1,17366.226564437995,1
22.0,0,1,17.594601352954307,2,0,3,4.925674830880712,0,3.0,2,2.9256748308807117,0,4,0,1.0743251691192883,1,21303.0,1
49.314517039235966,0,1,35.56182765358801,2,1,3,4.438172346411988,3,4.438172346411988,0,4.314517039235962,1,3,0,1.0,3,30091.018515320073,1
49.901375649588445,1,3,17.112380846296,3,0,3,4.098624350411556,2,3.098624350411556,0,2.901375649588444,0,3,0,1.9013756495884442,2,26356.06434150042,1
56.168367385619916,0,1,26.43571433986788,2,0,3,3.0,2,3.0,1,2.6105442047933627,0,3,0,0.0,2,25302.10918388235,1
33.731217132938404,0,1,17.806348601184784,2,1,3,5.048412849703804,1,3.0,2,3.3171957167653985,0,4,1,0.6828042832346014,2,24774.838091607107,1
28.917695621216005,0,1,30.131099374459428,2,0,2,3.868900625540571,0,3.131099374459429,1,5.475602502162284,1,1,0,0.13109937445942899,1,17027.213403753245,1
33.121638740591365,1,2,16.0,1,0,3,4.751344503763453,0,3.3756722518817264,1,3.0,0,1,1,1.3756722518817264,1,21426.76210053387,1
32.0,1,3,20.0,3,1,3,4.0,1,5.0,1,4.0,0,1,0,1.7031307254397192,2,22911.0,1
29.649074658794394,0,1,17.66758148290653,2,0,2,3.350925341205607,0,3.649074658794393,2,1.350925341205607,0,3,0,0.7018506824112138,1,17427.965730800497,1
30.597337190391137,0,1,10.343237544229838,1,0,3,4.328381227885081,0,3.656762455770162,1,3.328381227885081,1,3,0,1.671618772114919,1,22354.22284474517,1
32.21874751002513,0,3,25.17707752339198,1,0,3,4.0,1,3.630208748329144,3,5.520834993316576,0,3,0,1.630208748329144,2,24460.7499800802,1
40.0,1,1,13.0,3,1,4,4.0,0,5.0,0,2.0,1,1,1,2.0,1,21082.0,1
27.126877854696918,1,1,24.746244290606164,1,1,2,3.563438927348459,0,3.0,1,4.253755709393835,0,3,0,1.0,1,17371.365610726516,1
27.0,1,1,32.0,2,1,3,6.0,0,3.0,2,3.0,0,1,0,1.6195802957672023,1,20971.0,1
28.033496938166245,0,2,10.096999443302954,2,0,2,3.451500278348523,0,3.0,1,1.5484997216514769,1,1,0,1.0,1,17851.903000556696,1
28.859746925247833,1,1,13.192970949970842,3,0,3,3.0,0,5.0,0,1.5964854749854216,1,2,0,1.0,1,17400.421087150087,1
34.1853033274321,1,1,12.182747553981894,2,1,3,4.0,0,4.091373776990947,2,3.63706066548642,1,2,0,1.5456868884954735,1,20836.73099021593,1
31.88906383074159,0,1,30.5555805472488,2,0,2,3.4444194527512018,0,3.5555805472487982,1,3.777677811004806,1,2,0,0.0,1,17024.66651671651,1
36.98533294295374,1,1,16.0,3,1,3,4.985332942953736,0,3.029334114092528,0,1.985332942953736,0,2,0,1.9706658859074724,1,22066.410677597294,1
